gene_id,logFC.diagBPD...diagCTL,logFC.diagMDD...diagCTL,logFC.diagSCZ...diagCTL,logCPM,F,PValue,FDR
ENSG00000187951,-0.00296340503123548,4.456886917752515,0.4154907069884385,2.7567145100816957,38.974749455645366,2.5070450045832186e-16,6.039722120541432e-12
ENSG00000230916,-4.36038777405672,-4.400143193636906,-2.762784856231953,0.17704435892424575,27.314605787778078,1.0393447488091933e-12,1.2519427171781139e-8
ENSG00000273259,3.5731658235908172,0.6601353332735238,-0.04238209905983708,-0.5226733951274345,20.61299853459,2.7140981153253947e-10,2.1795112565434693e-6
ENSG00000261668,0.4862082177889617,0.27992902018871385,2.801831523282429,-0.05245631020299534,19.155186103998222,9.99469675103436e-10,6.019555985729219e-6
ENSG00000225972,-4.588040207571476,-3.9883082055700063,-0.17674762948623018,4.248739060071014,16.921918306375275,7.918556764892283e-9,3.8153190204604e-5
ENSG00000239445,-0.4838760050309228,-0.25954794677178217,1.4717085536641992,-0.060082346637387554,14.272423165374335,1.0436123931485754e-7,4.190277693890388e-4
ENSG00000271043,0.9351782463470322,1.1387619021179936,3.5287691949758555,4.413202162051749,13.878972893182889,1.549218557204467e-7,5.331746323087545e-4
ENSG00000174576,1.008367376435265,-3.624567121678971,-2.660926908776345,4.119092821248112,13.612222712788174,2.0288083852959165e-7,6.10950285127049e-4
ENSG00000224117,0.6046239819893963,0.3429826603408218,2.2337400363959596,-0.17491514253710108,12.812042781198482,4.5979657533239483e-7,0.0012307732551480805
ENSG00000229344,3.301429691493285,1.0541581691757993,3.9540538161966365,4.526916966516389,12.66153207887442,5.371252768859558e-7,0.001293988504545956
ENSG00000213700,0.3468029719905349,0.2034605451561298,1.8542394498863648,-0.8439979018128181,12.321816871445527,7.642711653963582e-7,0.0016738233314148787
ENSG00000232489,0.8264738564631625,0.7260304738149227,2.4917057395783453,1.8277399149349733,11.974796147407552,1.098660314189195e-6,0.002205652135760991
ENSG00000223429,0.7441880093084497,0.3318640387311978,2.0833993665575883,-1.562258697466441,11.706663143532094,1.4569778181842083e-6,0.0027000040475289046
ENSG00000248923,0.45609689055233044,0.6364358250671637,1.9200543980140758,1.8000902017416762,11.610721094613458,1.6124597310850639e-6,0.0027746976701121624
ENSG00000175707,0.4061829183527903,0.1847218983115795,2.0912982676532077,-1.2279661326604088,11.4772690653208,1.8573444123876043e-6,0.0029830189492553185
ENSG00000213411,0.9277627375646824,0.7942980431738398,2.4233456617325557,2.2565045187149986,11.33964348872859,2.1498154257838673e-6,0.0032369502139099468
ENSG00000240393,0.746581208140864,0.5326416221998928,2.1055470782353436,-1.5867714482032313,10.681111525591568,4.354205295174687e-6,0.005891979242507143
ENSG00000271500,0.05741062660275767,-0.47404745102427104,1.0067352859658616,-0.5942455736483053,10.670936862276639,4.40229240650569e-6,0.005891979242507143
ENSG00000188886,-1.3801330173564657,-1.5390789428032905,-1.6870680217838236,-1.3392636999118666,10.58630935177763,4.8238501777262025e-6,0.0060632294147911605
ENSG00000100652,0.37656718270464035,-0.019875621082923012,1.825379090856771,-0.9733353330631358,10.546972156151533,5.033605425089171e-6,0.0060632294147911605
ENSG00000235036,0.43958861461071574,-0.2570233599632103,1.0545170712706777,-1.4879788430290921,9.942721089109048,9.723370398321779e-6,0.010543584501410368
ENSG00000226017,0.7167063189499104,0.2520979747920641,1.9437311571933678,-0.14337665464758437,9.925898280684294,9.904470096710708e-6,0.010543584501410368
ENSG00000134668,1.1312337179264405,-0.06270381036730957,0.14705732520490128,1.4951004709776574,9.87749150040724,1.0445004524690715e-5,0.010543584501410368
ENSG00000254865,0.948401081595769,0.44779749942195973,1.8670637557503973,-1.940174152474128,9.85969027282323,1.0651266718664677e-5,0.010543584501410368
ENSG00000214067,0.5229170590833288,0.16608945589412955,1.425683010025248,-1.0324238686608458,9.821272774344633,1.1110681359324768e-5,0.010543584501410368
ENSG00000064300,-1.7352902722774701,-2.501517963734867,-1.483952408946192,3.137228571481024,9.799571962128832,1.1379070899367795e-5,0.010543584501410368
ENSG00000230790,0.30964220395801606,0.5171427918296299,1.9157161611990745,-1.4304240895553058,9.683423493280946,1.293218625928327e-5,0.011345407373080424
ENSG00000073756,1.697713590424188,-0.02685274396618147,-0.22919444033088365,0.9554683118759744,9.66578314453818,1.3186310507917972e-5,0.011345407373080424
ENSG00000260551,0.8546658938224518,0.36511792168894736,1.8529570725851259,-0.4589600952730274,9.608358111952487,1.4049393018431681e-5,0.011671169903690954
ENSG00000225112,0.7245009667945067,0.14944142469712246,1.1936216662876824,-1.100097464436802,9.558363395473688,1.4847627147567072e-5,0.011923139520401277
ENSG00000135253,1.314516268728242,0.4561295262637469,0.4611769258792502,-0.213153275297984,9.486703142104679,1.6073197274618286e-5,0.012490948243317068
ENSG00000258857,0.8314068141848112,0.09833984357898942,1.615184562432688,-1.813381656462691,9.411979123902137,1.7461325204845926e-5,0.013145649547185726
ENSG00000177688,0.91621006871182,0.40719191644699393,1.3341090504976085,-0.005040129217452675,9.335373996407965,1.9011583549060657e-5,0.013879032099406675
ENSG00000249755,1.1172430676445955,-0.17337713498945895,-0.06743134814492531,-0.22618037077279057,9.21038510455326,2.1848576780782367e-5,0.015467611817760291
ENSG00000158055,1.7285587977551953,0.36395131239419215,0.025205319135152098,0.59004564260352,9.182496988191751,2.253841143060636e-5,0.015467611817760291
ENSG00000260034,0.3814242947863262,-0.0919335739822186,0.7916852588066826,0.33207748556948746,9.159894125280234,2.3113777985113547e-5,0.015467611817760291
ENSG00000266677,1.276152047062997,-0.1566730098856609,0.10081602048852924,-0.02746459634616495,9.110792011896024,2.441585192117801e-5,0.01589735915224593
ENSG00000253372,0.6494804109587644,0.26209324713733617,1.5173494144267392,0.6019979455475448,9.066927518985551,2.5642209045537038e-5,0.0162564857398956
ENSG00000155282,0.6027522320252621,0.18762953326090667,1.6003515368482077,-0.7201147035658277,8.974270005861673,2.844332685919582e-5,0.017430716849283417
ENSG00000235159,0.09712475761266495,0.2721177887777134,1.0811370575254047,-0.44079155390837843,8.956092162545072,2.902846860126538e-5,0.017430716849283417
ENSG00000231449,0.5854126309361664,0.39962395111465293,1.7128892230276234,-0.4453134137243851,8.930057411200634,2.98879682614721e-5,0.017430716849283417
ENSG00000273329,0.13333398684259196,-0.01641063117153512,0.6198118667677293,2.447881091316139,8.897483691845384,3.099998742697584e-5,0.017430716849283417
ENSG00000232712,0.4947572364708137,0.07485248621785691,1.2191331978276096,0.2281357034129463,8.875284076170102,3.178193306238992e-5,0.017430716849283417
ENSG00000266934,0.706692282600972,0.09933787751712435,1.186694539504643,-0.44353307914478063,8.845564152137843,3.286035013680432e-5,0.017430716849283417
ENSG00000257680,0.5795484357546841,0.028812578088971277,1.3904256951882406,-0.17129313951479486,8.829059740378183,3.3475263532000123e-5,0.017430716849283417
ENSG00000249916,1.3645250984185129,1.1661614114467953,2.3138010029371165,-1.910460827026628,8.81676639700548,3.394089446354766e-5,0.017430716849283417
ENSG00000226869,0.6351045244172003,0.3602145241598422,1.5535322473562996,0.26103838909065413,8.797099158906775,3.469959559238531e-5,0.017430716849283417
ENSG00000268898,0.9834167206246217,0.6334278100127329,1.8699028815815173,-1.8565999074592772,8.794361559358167,3.480656575367204e-5,0.017430716849283417
ENSG00000262003,0.7744879008785743,0.6593613678120559,1.8278331901239306,-1.196639000927307,8.777991040640531,3.5453286522555615e-5,0.017430716849283417
ENSG00000270640,1.696002411300158,-0.426184031526523,-0.04224000521836756,-1.142290299261117,8.661379102695777,4.042884723063891e-5,0.01913289786233673
ENSG00000188738,0.5792370949573206,-0.058862962670928796,1.0136505142174617,1.2988090115991253,8.659735844108148,4.050383093184896e-5,0.01913289786233673
ENSG00000261610,0.6331950708228061,0.5808036793567412,1.6398556154189128,-1.4698777300609973,8.613132489119756,4.269045355347818e-5,0.019777994549170057
ENSG00000249848,0.7656841137748631,0.4117588228602361,1.6660326760616229,-1.6795743520671407,8.573326051664484,4.465327022545624e-5,0.019981653539369978
ENSG00000261170,1.1216899719590327,0.8457148267427329,2.0644518713338003,0.20139184321485198,8.570641738489384,4.478889589996176e-5,0.019981653539369978
ENSG00000230789,0.9408495242207435,0.14058883938505923,1.522505395623386,-1.7456505157223001,8.534870899231885,4.6636824151322354e-5,0.020427776920536485
ENSG00000176399,-0.5508558012745371,-0.5735851991326926,-0.5911028361822657,-0.3118871545402669,8.491231260716052,4.899687964047084e-5,0.021078282632474694
ENSG00000253385,0.3354031415424432,0.23696748902597173,1.7645596353495208,-1.4650656409419816,8.459708386430245,5.0777070914716e-5,0.021106406858134037
ENSG00000173421,0.6262204835847778,0.4699051523900755,1.422137728645781,0.3549683531311569,8.449335031656092,5.137718850249113e-5,0.021106406858134037
ENSG00000187534,0.4101101904638963,0.3912009747318611,0.9983032365509478,-0.19572066749288136,8.443966687794244,5.169059003901491e-5,0.021106406858134037
ENSG00000132517,0.69969174177766,0.541874023203107,1.4437700649241902,-0.23546322541300774,8.40881736824221,5.3791299385456666e-5,0.021598103224917276
ENSG00000225215,0.5749980685832636,0.2198877713589916,1.8709573567409454,-1.6908421246244345,8.354546570851287,5.720709628882959e-5,0.02202914582420468
ENSG00000265656,0.282079520422293,0.2878495694050711,1.86486109369043,-1.0144743264307354,8.340753259025634,5.810994970389856e-5,0.02202914582420468
ENSG00000187753,0.388469560385801,0.277301398786324,1.7387162264741927,-0.8622635274283119,8.326461160704822,5.906077497578482e-5,0.02202914582420468
ENSG00000260366,0.21662524710095524,-0.08036558629401318,1.439947677043923,-0.7798959772919777,8.324484557119067,5.919351667227483e-5,0.02202914582420468
ENSG00000226771,0.8608135294409017,0.4229919105606431,1.8640280947643224,-1.3181541352704322,8.309609599981034,6.020226788282512e-5,0.02202914582420468
ENSG00000205217,0.21008985431113983,-0.5082379494824699,0.8267514914603007,-1.6809872374416144,8.294759098734941,6.12268386659614e-5,0.02202914582420468
ENSG00000155754,0.13060452986434262,-0.1807275780753041,0.6823675997456581,0.24380089064813357,8.294200352316857,6.126573285549432e-5,0.02202914582420468
ENSG00000111713,-0.5989019897754375,-0.7018577692529638,0.605705198553585,-1.1887916713528506,8.247639227060679,6.459691888799784e-5,0.022656628793488287
ENSG00000152595,-2.3301382581907872,-3.634916607081132,-1.5896876644555908,0.019486233684690903,8.243636637131702,6.489175985848208e-5,0.022656628793488287
ENSG00000229659,0.5684554992745227,0.34444181936976137,1.2281748117417204,-1.593572095523827,8.195629324902512,6.85368332046021e-5,0.023587440696172416
ENSG00000269924,0.8753742613797083,0.8051714754982006,1.4312948823257887,-1.1141403183713396,8.13142330214869,7.374036140472504e-5,0.0248630767358381
ENSG00000165181,0.6227298183334526,0.09961448224506496,1.2106345622594183,1.4569030765609503,8.124706476304244,7.430748100868968e-5,0.0248630767358381
ENSG00000228027,1.1791874864902578,0.7975370385953913,2.2046008137848982,-0.4295439282658284,8.094711949608888,7.689473545853057e-5,0.025376316053855617
ENSG00000154898,0.3275978126709457,0.06491236964304378,1.4492629752105786,3.2735249977580687,8.078122860766383,7.836490040741337e-5,0.025512011023175615
ENSG00000267882,0.34844279760583713,-0.07400543808712394,0.9353275874883147,-0.15635479309113592,8.039476763250075,8.190188603202382e-5,0.026307977818633144
ENSG00000206769,0.47213893886300107,0.10162133213252016,1.2597090077771378,0.6251229038200982,8.018035861791013,8.393393129031273e-5,0.02660595182519637
ENSG00000250243,1.2863483956364345,0.8005490656317904,2.102170687899392,0.13599115888902827,7.937791794929765,9.200586750823346e-5,0.028785887716114962
ENSG00000273302,0.6949677591414486,0.17428456828444766,1.1767295521311614,0.5859619142781368,7.923354019093753,9.354008379064883e-5,0.028890694341032322
ENSG00000256731,0.6223884014542005,0.19959076173877574,1.5701714276378829,-0.9347777710210087,7.909012430768887,9.508988588759872e-5,0.02899760051795115
ENSG00000272703,1.1743077303071172,0.9061317304689352,2.090850811696335,0.2848014726861046,7.880834022322027,9.821156929210914e-5,0.02906866778382703
ENSG00000176153,0.19912958508977743,-0.19618176715391,0.5468666961909748,-0.4593639783631079,7.880334981806907,9.826778536944114e-5,0.02906866778382703
ENSG00000253042,0.9912373666495736,0.3025645967949749,1.8710002940118027,-1.4863467592132775,7.874365445518579,9.894279018196905e-5,0.02906866778382703
ENSG00000263606,0.47123091070082623,0.05074779959528454,1.1822461856559119,-1.2241679186784895,7.858854410977018,1.0071886466783347e-4,0.029233953839912966
ENSG00000269821,0.47063741450401014,0.03492581281969423,1.094245880823352,6.144641846707337,7.805603310598181,1.0706727982369903e-4,0.03023724238954547
ENSG00000087074,-0.9668554242690373,-0.9948505042896284,-0.7983956416103802,5.492465696435756,7.788341771757707,1.0921145578828746e-4,0.03023724238954547
ENSG00000225738,0.9126181959297559,0.7736630122856564,1.8715845688028991,-1.1381934805717906,7.781477455980878,1.1007622862621325e-4,0.03023724238954547
ENSG00000243197,0.9602305794233851,0.32959992837325575,1.324405831673741,0.4521688554488358,7.779113377961454,1.1037566931167292e-4,0.03023724238954547
ENSG00000231373,1.2076473195711732,0.5392153863490056,2.094935776885475,-0.5737788602710925,7.778518923422853,1.1045109502635845e-4,0.03023724238954547
ENSG00000273319,0.9695483079682489,0.47616385518263366,1.7119529010486054,3.09145988059148,7.760387290846288,1.1277707394732863e-4,0.03045943546736854
ENSG00000242622,0.3918263187342727,0.2987992199126794,0.8454417026235354,0.7136176550857326,7.752599112329294,1.1379142385385282e-4,0.03045943546736854
ENSG00000180189,0.4568175610243198,0.06550048599724244,0.9158048480600591,-1.3618583227986438,7.72933501899238,1.1687707715062812e-4,0.03092966875855527
ENSG00000228242,0.6028176077086516,0.28321115853136053,1.2173481054203297,-1.7761992696374602,7.711620567806357,1.1928370048009793e-4,0.03092966875855527
ENSG00000206702,1.3767192273284163,1.2708577094079143,2.193994332742951,-1.4507208562841307,7.7107756403573715,1.1939974241607405e-4,0.03092966875855527
